year;distance;frequency
1877;33.3;2
1877;33;2
1877;33.2;2
1936;85.3;2
1921;86.4;2
1735;13.2;2
1935;22;2
1935;22.6;2
1935;22.1;2
1734;54.9;2
1897;73.8;2
1822;3.1;2
1822;3.5;2
1895;90.1;2
1908;3.3;2
1920;29;2
1920;29.5;2
1920;29.9;2
1815;78.6;2
1832;105.4;2
1715;19.1;2
1836;20.4;2
1836;20.1;2
1836;20.9;2
1890;74.4;2
1890;74.9;2
1865;85.8;2
1890;74.5;2
1924;2.4;2
1841;53.6;2
1841;53.9;2
1793;6.2;2
1793;6.5;2
1793;6.1;2
1793;6;2
1793;6.7;2
1910;1.5;2
1910;1.1;2
1807;24.8;2
1807;24;2
1807;24.2;2
1807;24.1;2
1658;50;2
1895;41.3;2
1895;41.5;2
1895;41.4;2
1919;49.4;2
1919;49.5;2
1919;49.3;2
1919;49.6;2
1776;16.5;2
1776;16.2;2
1833;14.4;2
1833;14.8;2
1728;7.9;2
1909;104.3;2
1894;17.6;2
1894;17;2
1894;17.1;2
1894;17.4;2
1719;45.4;2
1665;4.6;2
1801;15.2;2
1801;15.8;2
1801;15.7;2
1887;66.3;2
1906;1.3;2
1906;1.8;2
1906;1.1;2
1925;18.5;2
1925;18.8;2
1925;18.9;2
1916;24.6;2
1916;24.3;2
1916;24.7;2
1833;2.2;2
1833;2.1;2
1833;2.7;2
1852;36.4;2
1852;36.7;2
1681;8;2
1843;51.1;2
1838;8.8;2
1874;6.7;2
1847;39.8;2
1847;39.1;2
1668;1.5;2
1668;1.8;2
1911;9.2;2
1911;9.1;2
1911;9.3;2
1911;9.9;2
1918;57.9;2
1904;1.2;2
1904;1.1;2
1847;24.8;2
1847;24;2
1847;24.7;2
1818;89.6;2
1849;20.7;2
1849;20;2
1849;20.2;2
1849;20.5;2
1849;20.9;2
1921;11.8;2
1921;11.3;2
1730;5.1;2
1730;5.2;2
1730;5.9;2
1700;12.1;2
1730;5.7;2
1846;43;2
1846;43.7;2
1846;43.4;2
1846;43.5;2
1846;43.2;2
1736;3.1;2
1937;12;2
1937;12.6;2
1773;4.3;2
1773;4.6;2
1773;4.1;2
1823;19.8;2
1823;19.3;2
1823;19.5;2
1823;19.2;2
1820;116;2
1884;53.4;2
1884;53.1;2
1884;53.3;2
1743;41.4;2
1825;18.8;2
1825;18.5;2
1825;18.2;2
1825;18.4;2
1825;18.1;2
1882;3.7;2
1882;3.1;2
1882;3.2;2
1916;29.5;2
1916;29.6;2
1916;29.8;2
1916;29.7;2
1743;50;2
1939;47.7;2
1939;47.2;2
1939;47.4;2
1928;79.1;2
1854;86;2
1696;4.4;2
1696;4.9;2
1880;21.1;2
1880;21.4;2
1914;31.7;2
1914;31.9;2
1914;31;2
1914;31.8;2
1814;36;2
1814;36.8;2
1765;2.8;2
1765;2.4;2
1773;1.8;2
1773;1.5;2
1928;74.9;2
1928;74.1;2
1706;10;2
1919;32;2
1919;32.9;2
1919;32.8;2
1919;32.7;2
1919;32.1;2
1791;9;2
1791;9.3;2
1911;70.4;2
1911;70;2
1647;7.8;2
1723;12.6;2
1901;48.2;2
1907;53.1;2
1773;17.5;2
1907;53.5;2
1907;53.4;2
1773;17.2;2
1835;63;2
1835;63.1;2
1791;0.9;2
1902;52.6;2
1902;52.5;2
1902;52.4;2
1902;52.7;2
1856;36.1;2
1856;36.8;2
1917;79.1;2
1917;79.8;2
1939;65;2
1939;65.6;2
1866;31.8;2
1866;31.2;2
1777;18.6;2
1777;18.8;2
1777;18.3;2
1921;52;2
1921;52.3;2
1933;95.1;2
1773;9.8;2
1773;9.4;2
1773;9.7;2
1783;6.8;2
1885;27.5;2
1885;27.3;2
1885;27;2
1872;34;2
1935;66.7;2
1708;18.9;2
1708;18.3;2
1865;47.7;2
1865;47.4;2
1865;47.3;2
1865;47.2;2
1735;14.3;2
1787;14.6;2
1787;14.1;2
1838;20.9;2
1835;23;2
1838;20.4;2
1838;20.1;2
1835;23.2;2
1838;20.5;2
1838;20.6;2
1863;6.3;2
1863;6.7;2
1723;6.6;2
1915;90.3;2
1826;28;2
1826;28.6;2
1826;28.2;2
1866;16.8;2
1866;16.5;2
1866;16.1;2
1848;59.9;2
1840;4.3;2
1845;41.8;2
1845;41.2;2
1898;60;2
1911;17.7;2
1911;17.1;2
1837;10;2
1837;10.3;2
1923;30.8;2
1923;30.7;2
1799;41.4;2
1735;72.3;2
1816;22;2
1836;33.8;2
1822;24.3;2
1822;24.2;2
1822;24.8;2
1822;24.1;2
1828;14.2;2
1828;14.4;2
1894;53.7;2
1894;53.9;2
1864;105.4;2
1878;21.4;2
1831;42.4;2
1892;61.1;2
1831;42.2;2
1831;42.5;2
1848;38;2
1889;1.2;2
1889;1.3;2
1912;54.7;2
1912;54.6;2
1912;54.8;2
1931;58.5;2
1931;58.4;2
1785;4.5;2
1785;4.3;2
1754;2.2;2
1754;2.6;2
1662;12.2;2
1891;19.5;2
1891;19;2
1891;19.4;2
1891;19.9;2
1891;19.6;2
1864;37.9;2
1864;37.2;2
1864;37.4;2
1829;88;2
1829;88.4;2
1916;3.1;2
1916;3.3;2
1930;88.4;2
1873;49;2
1873;49.3;2
1823;44.1;2
1823;44.9;2
1854;27.5;2
1930;48;2
1930;48.8;2
1930;48.3;2
1930;48.9;2
1893;95.1;2
1923;28.8;2
1923;28.5;2
1923;28.3;2
1923;28.1;2
1923;28.2;2
1638;5.6;2
1912;7.9;2
1851;85.6;2
1853;64.8;2
1853;49.8;2
1853;49;2
1919;22.7;2
1919;22.8;2
1919;22;2
1919;22.9;2
1811;104.3;2
1858;27.2;2
1858;27.1;2
1858;27.3;2
1858;27.9;2
1858;27.5;2
1853;59.6;2
1825;59.5;2
1825;54.8;2
1857;79.1;2
1857;17.6;2
1857;17.7;2
1857;17.2;2
1857;17.1;2
1676;12.2;2
1676;12.1;2
1676;12.5;2
1920;43.5;2
1920;43.3;2
1920;43.9;2
1935;84.4;2
1828;82.6;2
1823;27.2;2
1823;27.5;2
1823;27.7;2
1926;10.8;2
1671;14.3;2
1671;14.9;2
1899;31.6;2
1899;31;2
1856;34.9;2
1856;34.6;2
1738;33.6;2
1738;33.5;2
1911;14;2
1821;4.3;2
1840;25;2
1841;46.6;2
1840;25.6;2
1840;25.1;2
1840;25.5;2
1841;46.1;2
1930;26.8;2
1776;26.7;2
1761;8.9;2
1761;8.1;2
1761;8.7;2
1761;8;2
1868;47.4;2
1868;47.3;2
1824;38;2
1818;21.9;2
1818;21.2;2
1837;53.6;2
1837;53.7;2
1837;53;2
1837;53.9;2
1857;10.3;2
1857;10.7;2
1718;9.7;2
1718;9.1;2
1718;9.9;2
1747;36.5;2
1856;1.9;2
1856;1.1;2
1856;1.7;2
1856;1.4;2
1853;27.6;2
1853;27.1;2
1853;27.2;2
1853;27.8;2
1797;54.5;2
1937;29.2;2
1937;29.8;2
1813;0.9;2
1878;57.7;2
1878;57.9;2
1863;4.5;2
1864;53.4;2
1864;53.9;2
1854;19.6;2
1854;19;2
1854;19.4;2
1854;19.9;2
1854;19.3;2
1854;19.5;2
1729;4.5;2
1729;4.4;2
1931;28.7;2
1931;28.4;2
1864;30.9;2
1864;30;2
1864;30.7;2
1848;9.2;2
1848;9;2
1848;9.1;2
1848;67;2
1929;60.1;2
1929;60;2
1926;68.6;2
1708;1.9;2
1880;42;2
1880;42.6;2
1880;42.3;2
1851;58.8;2
1851;58.6;2
1851;58.5;2
1826;33.8;2
1826;33.2;2
1826;33;2
1826;33.3;2
1816;0.9;2
1912;46.9;2
1911;12.6;2
1912;46.3;2
1912;46.5;2
1848;88.4;2
1712;16.3;2
1712;16.2;2
1712;16.1;2
1857;15.7;2
1857;15.3;2
1857;15.6;2
1857;15.1;2
1888;63.7;2
1888;63.6;2
1888;63.9;2
1839;27.7;2
1903;93.1;2
1827;4.2;2
1895;25.9;2
1895;25.2;2
1811;45.6;2
1811;45.4;2
1811;45.3;2
1939;41.5;2
1939;41.8;2
1939;41.2;2
1939;41.6;2
1939;41.1;2
1939;41;2
1847;12.9;2
1847;12.8;2
1841;40.4;2
1841;40.7;2
1841;40.8;2
1841;40.3;2
1761;18.9;2
1902;92.2;2
1917;66.3;2
1874;59.3;2
1852;14.4;2
1852;14.6;2
1886;40.9;2
1886;40.2;2
1712;12.4;2
1712;12.7;2
1926;97.4;2
1926;97.3;2
1831;39.7;2
1831;39.1;2
1915;54;2
1915;54.7;2
1915;54.9;2
1886;87.9;2
1886;87.1;2
1846;30.7;2
1844;16.1;2
1730;13.8;2
1771;10.6;2
1771;10.9;2
1771;10.7;2
1862;27.8;2
1862;27;2
1862;27.6;2
1862;27.9;2
1881;21.1;2
1886;11.6;2
1886;11.5;2
1850;49.1;2
1865;23.7;2
1865;23.2;2
1865;23.8;2
1865;23.3;2
1894;55.6;2
1894;55.1;2
1880;28.5;2
1880;28.8;2
1880;28.2;2
1773;15.8;2
1773;15.3;2
1773;15.9;2
1919;55.9;2
1919;55.1;2
1919;55.6;2
1919;55.4;2
1927;53.4;2
1927;53.8;2
1927;53.9;2
1677;12.2;2
1653;22.5;2
1862;65.9;2
1809;18.3;2
1809;18.2;2
1880;14.1;2
1868;49.6;2
1868;49;2
1868;49.3;2
1855;2;2
1855;2.9;2
1941;88;2
1767;12.5;2
1655;6.6;2
1853;3.1;2
1846;50.2;2
1846;50.3;2
1846;50.4;2
1674;15.5;2
1715;3;2
1938;41.9;2
1938;41.5;2
1938;41.8;2
1852;92.2;2
1855;56.7;2
1855;56.1;2
1875;69.3;2
1875;69.1;2
1773;10.1;2
1773;10.9;2
1836;28.5;2
1836;28.7;2
1836;28.8;2
1892;71;2
1826;47.4;2
1826;47.9;2
1937;65.4;2
1899;1.2;2
1899;1.3;2
1899;1.7;2
1797;24.3;2
1797;24.6;2
1859;14.5;2
1859;14.4;2
1859;14.7;2
1867;47.5;2
1867;47.2;2
1867;47.8;2
1867;47.6;2
1816;4.2;2
1772;24.2;2
1861;48.8;2
1861;48.6;2
1845;50.6;2
1832;20.9;2
1832;20.2;2
1810;30.6;2
1810;30.8;2
1813;20.4;2
1813;20.9;2
1813;20.7;2
1813;20.8;2
1813;20.2;2
1753;36.4;2
1857;92.1;2
1857;21.7;2
1857;21.3;2
1857;21.6;2
1846;6.1;2
1846;6.4;2
1846;6.7;2
1878;74.5;2
1884;97.8;2
1622;54.2;2
1839;83.7;2
1868;91;2
1839;67.3;2
1835;30.8;2
1835;30.2;2
1835;30.4;2
1835;30.7;2
1898;64.7;2
1898;64.6;2
1884;63.6;2
1647;36.3;2
1867;57;2
1927;17;2
1927;17.7;2
1927;17.2;2
1927;17.6;2
1911;31.9;2
1911;31.4;2
1911;31.8;2
1753;11.1;2
1753;11.9;2
1753;11.7;2
1780;19.8;2
1780;19.5;2
1846;49.7;2
1695;9.7;2
1920;17;2
1804;13.5;2
1804;13.1;2
1804;13;2
1776;39.9;2
1819;32.1;2
1819;32.2;2
1819;32.3;2
1819;32.7;2
1842;86.2;2
1905;17.6;2
1905;17.7;2
1728;51.8;2
1921;57.3;2
1797;13;2
1875;88.2;2
1703;7.1;2
1703;7.4;2
1703;7;2
1703;7.6;2
1703;7.2;2
1917;93.3;2
1830;76.2;2
1779;27.5;2
1868;46.3;2
1868;46.9;2
1868;46.7;2
1893;54.9;2
1690;11.5;2
1690;11.7;2
1906;89.6;2
1906;89.5;2
1906;89.2;2
1887;37.1;2
1841;15.5;2
1841;15.7;2
1922;23.2;2
1922;23.1;2
1919;94.8;2
1883;41.2;2
1820;26;2
1820;26.5;2
1820;26.7;2
1714;3.1;2
1714;3.4;2
1757;18.3;2
1862;23.4;2
1862;23;2
1862;23.1;2
1866;4.1;2
1912;1.8;2
1683;33.3;2
1776;25.8;2
1776;25.2;2
1908;15.8;2
1908;15.4;2
1908;15.1;2
1908;15.9;2
1821;39.9;2
1810;33.3;2
1940;22.2;2
1940;22.8;2
1940;22.9;2
1940;22.4;2
1940;22.6;2
1845;16;2
1845;16.3;2
1845;16.6;2
1845;16.1;2
1845;16.5;2
1887;40.2;2
1887;40.9;2
1817;26.7;2
1817;26.2;2
1905;31.6;2
1905;31.4;2
1905;31.7;2
1905;31.8;2
1788;12.4;2
1788;12.5;2
1788;12.9;2
1788;12.8;2
1905;34.5;2
1905;34;2
1730;15;2
1730;15.3;2
1891;53;2
1898;87.1;2
1940;15.9;2
1940;15.7;2
1782;26.6;2
1877;44;2
1892;42.5;2
1892;42.1;2
1892;42.8;2
1845;26.5;2
1845;26.3;2
1709;3;2
1784;15.5;2
1784;15.3;2
1871;81.3;2
1726;17.9;2
1726;17.1;2
1762;4.2;2
1810;42.7;2
1814;20.4;2
1814;20.5;2
1814;20.7;2
1853;67;2
1905;23.5;2
1905;23.1;2
1905;23.8;2
1938;55.7;2
1938;55.6;2
1896;15.8;2
1896;15.7;2
1825;7.8;2
1871;60.6;2
1692;18.9;2
1770;6.5;2
1868;50.7;2
1868;50.4;2
1868;50.1;2
1868;50.2;2
1876;76.7;2
1876;76.1;2
1882;49.3;2
1882;49.2;2
1823;90.1;2
1744;14.3;2
1838;22.5;2
1838;22.4;2
1838;22;2
1838;22.1;2
1806;3.4;2
1929;22.9;2
1929;22.1;2
1886;73;2
1789;10.6;2
1857;16.8;2
1857;16.6;2
1857;16;2
1857;16.9;2
1857;16.1;2
1932;17.7;2
1932;17.4;2
1829;13.9;2
1829;13;2
1829;13.7;2
1825;25.4;2
1825;25.8;2
1825;25.2;2
1886;26;2
1855;49.7;2
1855;49;2
1849;37.6;2
1849;37.8;2
1872;28.7;2
1872;28.1;2
1851;89.6;2
1857;22.3;2
1857;22.4;2
1857;22.7;2
1857;22.5;2
1776;3.2;2
1776;3.8;2
1926;9;2
1914;18.3;2
1914;18.2;2
1914;18.6;2
1886;70;2
1840;52.7;2
1918;66.9;2
1918;66.2;2
1812;2.1;2
1812;2;2
1812;2.7;2
1812;2.3;2
1812;2.2;2
1813;2.3;2
1813;2;2
1813;2.7;2
1738;10.3;2
1738;10.6;2
1738;10.4;2
1738;10;2
1858;31.6;2
1858;31.8;2
1924;86.6;2
1823;91.6;2
1823;91.9;2
1934;38.2;2
1934;38.5;2
1916;40.4;2
1916;40.8;2
1752;21.4;2
1875;18.8;2
1875;18.4;2
1875;18.9;2
1831;50.2;2
1926;29.2;2
1926;29.6;2
1926;29.1;2
1926;29.3;2
1926;29.9;2
1915;92.2;2
1825;33.8;2
1825;33.7;2
1825;33.3;2
1825;33;2
1825;33.4;2
1908;24.1;2
1908;24.8;2
1857;65.2;2
1835;34.1;2
1835;34.5;2
1763;12.2;2
1763;12.1;2
1763;12.3;2
1780;34.8;2
1817;58.1;2
1876;54;2
1876;54.6;2
1858;3.2;2
1887;33.5;2
1887;33.3;2
1887;33.8;2
1874;61.1;2
1845;31.6;2
1845;31.8;2
1745;9.9;2
1759;16.8;2
1759;16.6;2
1759;16;2
1911;38.9;2
1911;38.2;2
1814;80;2
1875;55.1;2
1771;14.4;2
1771;14.2;2
1771;14.7;2
1848;23;2
1848;23.7;2
1848;23.4;2
1848;23.5;2
1848;23.8;2
1937;38.5;2
1937;38;2
1934;65.1;2
1934;65.9;2
1934;65.6;2
1881;56.5;2
1800;39.8;2
1900;33.1;2
1900;33.9;2
1874;26.6;2
1874;26.9;2
1874;26;2
1826;22.1;2
1826;22.8;2
1885;36.7;2
1885;36.5;2
1885;36.2;2
1885;36.8;2
1885;36;2
1885;36.4;2
1848;12.6;2
1848;12.8;2
1848;12.9;2
1932;19.8;2
1932;19.1;2
1932;19.2;2
1932;19.4;2
1932;19.3;2
1804;11.5;2
1842;30.4;2
1842;30.5;2
1653;8.1;2
1863;22.9;2
1863;22.7;2
1863;22.3;2
1934;30.9;2
1934;30;2
1934;30.2;2
1934;30.1;2
1934;30.8;2
1780;17.2;2
1780;17.1;2
1732;14.6;2
1732;14.8;2
1854;84.1;2
1847;38.4;2
1847;38.1;2
1847;38.3;2
1906;31;2
1906;31.9;2
1906;31.1;2
1806;26.3;2
1806;26.7;2
1692;10.8;2
1692;10.6;2
1692;10.9;2
1924;16;2
1924;16.4;2
1882;80.2;2
1937;68.6;2
1872;45.7;2
1912;20.6;2
1912;20.7;2
1884;76.5;2
1884;76.1;2
1912;20.9;2
1855;30;2
1855;30.8;2
1855;30.4;2
1823;6.4;2
1893;92.2;2
1708;11;2
1708;11.1;2
1711;48.6;2
1910;36.8;2
1910;36;2
1910;36.1;2
1910;36.4;2
1675;7.9;2
1675;7.1;2
1897;14.5;2
1897;14.2;2
1897;14.4;2
1897;14.6;2
1724;15.4;2
1724;15.3;2
1823;10.9;2
1823;10.7;2
1903;21.1;2
1903;21.8;2
1758;7;2
1930;16.1;2
1861;73.7;2
1861;73.3;2
1898;48.7;2
1898;48.9;2
1898;48.5;2
1894;23.1;2
1894;23.5;2
1894;23.4;2
1894;23.2;2
1918;58.5;2
1847;88.4;2
1933;72;2
1839;49.5;2
1887;89.6;2
1817;61.8;2
1779;29.2;2
1662;30.9;2
1898;23.3;2
1898;23;2
1898;23.1;2
1790;18.9;2
1790;18.2;2
1666;6.6;2
1666;6.9;2
1868;37;2
1868;37.2;2
1868;37.9;2
1868;37.4;2
1895;60.2;2
1810;5.5;2
1890;91.9;2
1895;15.7;2
1895;15.1;2
1895;15.8;2
1905;55.3;2
1905;55.1;2
1905;55.8;2
1905;55.9;2
1904;98.1;2
1875;38.5;2
1873;56.5;2
1873;56.1;2
1875;38.3;2
1875;38.9;2
1853;76.9;2
1873;56.7;2
1875;38.4;2
1841;67.6;2
1878;15.8;2
1878;15.9;2
1760;2.8;2
1760;2.9;2
1813;25.9;2
1813;25.6;2
1691;15.6;2
1930;35.4;2
1930;35;2
1930;35.8;2
1930;35.7;2
1930;35.2;2
1751;6.5;2
1751;6.3;2
1751;6.6;2
1907;17.3;2
1907;17;2
1907;17.4;2
1869;80.3;2
1846;79.3;2
1929;23;2
1929;23.5;2
1929;23.3;2
1929;23.9;2
1929;23.1;2
1823;116;2
1878;68.9;2
1878;68.1;2
1940;11.1;2
1897;30.6;2
1897;30.5;2
1897;30.2;2
1897;30.4;2
1794;14.3;2
1839;36.8;2
1823;45.1;2
1823;45.6;2
1789;11.3;2
1789;11.7;2
1789;11;2
1925;73.4;2
1855;40.2;2
1811;21;2
1811;21.6;2
1811;21.4;2
1916;22.2;2
1916;22.6;2
1877;67.9;2
1877;67.1;2
1877;67.3;2
1877;67;2
1704;6.5;2
1732;11.4;2
1732;11.3;2
1732;11.5;2
1921;58.6;2
1816;81.4;2
1937;88.2;2
1937;88.4;2
1931;15.7;2
1931;15.3;2
1931;15.9;2
1931;15.1;2
1931;15.8;2
1739;21;2
1712;31.2;2
1712;31.3;2
1860;12.9;2
1825;30.3;2
1727;2.6;2
1785;5.6;2
1913;43.5;2
1913;43.3;2
1913;43.9;2
1913;43.2;2
1772;15.3;2
1772;15.1;2
1813;51.5;2
1670;23.7;2
1665;40.8;2
1841;8.8;2
1935;85.2;2
1820;37.3;2
1820;37.2;2
1820;37.7;2
1820;37.9;2
1820;37;2
1759;26.8;2
1900;27.6;2
1900;27.8;2
1900;27.1;2
1900;27.3;2
1900;27.5;2
1882;18.6;2
1882;18.8;2
1882;18;2
1895;30.8;2
1895;30;2
1895;30.5;2
1790;23.3;2
1790;23.9;2
1870;57.5;2
1843;24.1;2
1843;24.2;2
1843;24;2
1695;19.8;2
1670;18;2
1925;30;2
1925;30.2;2
1925;30.1;2
1925;30.3;2
1696;9.7;2
1696;9;2
1936;2;2
1936;2.9;2
1850;15.9;2
1935;1.8;2
1935;1.1;2
1935;1.3;2
1850;15.7;2
1907;29;2
1907;29.2;2
1907;29.4;2
1907;29.7;2
1930;13.4;2
1758;41.5;2
1931;51;2
1931;51.6;2
1931;51.4;2
1620;28.9;2
1940;91.1;2
1896;44.9;2
1896;44.4;2
1896;44.6;2
1828;3.1;2
1828;3.3;2
1736;26.3;2
1740;2.2;2
1742;24;2
1758;10;2
1758;10.4;2
1758;10.9;2
1758;10.6;2
1773;12.4;2
1773;12.6;2
1773;12.7;2
1773;12.5;2
1849;62.6;2
1849;62.1;2
1855;24.1;2
1855;24.9;2
1855;24;2
1855;24.7;2
1855;24.4;2
1900;39.5;2
1900;39.7;2
1900;39.1;2
1874;28.6;2
1874;28;2
1883;12.9;2
1729;13.3;2
1754;26.3;2
1816;104.3;2
1752;8.7;2
1752;8.1;2
1752;8.2;2
1752;8.3;2
1697;18;2
1919;66.7;2
1919;66.8;2
1934;21;2
1934;21.5;2
1934;21.4;2
1934;21.2;2
1662;11.6;2
1704;7.5;2
1704;7.2;2
1864;21.3;2
1864;21.4;2
1864;21.7;2
1920;28.4;2
1920;28.6;2
1920;28.1;2
1920;28.5;2
1920;28.3;2
1918;76.2;2
1918;76.6;2
1930;109.7;2
1851;5.6;2
1851;5.7;2
1888;55;2
1888;55.6;2
1758;4.5;2
1758;4.9;2
1923;88.9;2
1921;61.9;2
1921;61.7;2
1871;66;2
1871;66.7;2
1828;33.4;2
1828;33.2;2
1828;33.6;2
1828;33.5;2
1828;33.8;2
1926;50.1;2
1780;2.5;2
1780;2.1;2
1897;60.8;2
1897;60.9;2
1897;60.3;2
1874;95.2;2
1895;39.4;2
1895;39;2
1768;16.7;2
1768;16.2;2
1845;27.9;2
1845;27.1;2
1922;54.6;2
1922;54.1;2
1938;74.3;2
1938;74.6;2
1770;41.8;2
1913;61.1;2
1878;54.5;2
1878;54;2
1837;63;2
1737;22.4;2
1652;13.3;2
1821;77.4;2
1855;6.3;2
1812;67;2
1889;46.2;2
1889;46.4;2
1889;46.3;2
1722;2.6;2
1822;29.9;2
1822;29.6;2
1822;29.3;2
1822;29.8;2
1740;14.1;2
1740;14.4;2
1920;102.7;2
1912;66.3;2
1691;5.4;2
1691;5.8;2
1689;6.5;2
1689;6.3;2
1689;6.2;2
1755;26.3;2
1907;24.1;2
1907;24;2
1907;24.7;2
1896;32.6;2
1896;32.2;2
1896;32.9;2
1896;32;2
1896;32.8;2
1677;23.9;2
1677;23.7;2
1920;56.3;2
1920;56.8;2
1690;2;2
1690;2.4;2
1874;13.9;2
1874;13.4;2
1830;7.2;2
1880;9;2
1880;9.6;2
1725;21;2
1672;5.9;2
1865;19.4;2
1877;16.7;2
1877;16.4;2
1865;19.8;2
1847;80.4;2
1847;80;2
1891;28;2
1891;28.4;2
1891;28.9;2
1891;28.2;2
1891;28.5;2
1853;16.3;2
1853;16;2
1853;16.7;2
1853;16.5;2
1853;16.9;2
1841;25.9;2
1841;25.4;2
1841;25;2
1911;60.8;2
1911;60;2
1911;60.9;2
1849;11.6;2
1849;11.8;2
1828;40;2
1833;16;2
1833;16.9;2
1833;16.5;2
1833;16.1;2
1833;16.2;2
1833;16.3;2
1883;45.4;2
1920;52.6;2
1920;52.3;2
1920;52.9;2
1795;21.4;2
1698;2.6;2
1892;36.3;2
1892;36.4;2
1788;16.3;2
1788;16.5;2
1880;75.1;2
1925;36.7;2
1925;36.1;2
1925;36.4;2
1791;7.7;2
1791;7.8;2
1791;7.9;2
1791;7.3;2
1791;7.1;2
1923;58.9;2
1923;58.5;2
1813;32.4;2
1813;32.6;2
1904;18.9;2
1904;18.3;2
1904;18.6;2
1904;18.8;2
1904;18.4;2
1880;11.4;2
1880;11.5;2
1880;11.1;2
1777;10.8;2
1777;10.3;2
1777;10.7;2
1817;97.4;2
1663;38;2
1663;38.9;2
1913;5.8;2
1859;103.2;2
1808;1.5;2
1941;28.9;2
1941;28.1;2
1941;28.3;2
1941;28.2;2
1941;28.8;2
1811;36.1;2
1894;19.9;2
1811;36.9;2
1907;88.4;2
1924;22.5;2
1924;22.6;2
1924;22.8;2
1939;48.8;2
1939;48.6;2
1745;22.9;2
1855;102.7;2
1918;26.1;2
1918;26.8;2
1918;26.5;2
1918;26.7;2
1776;21.2;2
1901;67.5;2
1844;54.5;2
1844;54.6;2
1724;11.1;2
1883;43.5;2
1864;9.9;2
1864;9.3;2
1883;43.9;2
1883;43.1;2
1883;43.4;2
1879;1.8;2
1879;1.3;2
1879;1.5;2
1822;92.2;2
1889;24.1;2
1889;24.3;2
1889;24;2
1889;24.8;2
1889;24.2;2
1857;54.1;2
1857;54;2
1891;15;2
1891;15.8;2
1867;17.3;2
1867;17.1;2
1764;28.5;2
1872;75;2
1928;10.1;2
1928;10.3;2
1929;61.8;2
1876;64.8;2
1876;64.7;2
1876;64.6;2
1876;64.2;2
1876;64.4;2
1843;55.8;2
1888;23.8;2
1681;10.5;2
1681;10;2
1749;26.8;2
1899;75.7;2
1816;18.2;2
1816;18;2
1816;18.9;2
1816;18.6;2
1864;13.2;2
1873;43.5;2
1873;43.9;2
1873;43.8;2
1895;69.1;2
1895;69.2;2
1940;52.4;2
1940;52.5;2
1845;23.5;2
1845;23;2
1845;23.8;2
1845;23.2;2
1927;39.3;2
1927;39;2
1921;64.2;2
1921;64.6;2
1821;54.5;2
1821;54.7;2
1826;30.5;2
1826;30.2;2
1921;90.3;2
1939;88;2
1939;88.4;2
1871;34;2
1871;34.6;2
1871;34.3;2
1871;34.4;2
1877;58.5;2
1877;58.6;2
1877;58.4;2
1861;9.1;2
1861;9.9;2
1875;46.1;2
1930;71;2
1824;56.5;2
1872;5;2
1857;60;2
1848;91;2
1714;15.3;2
1860;10.1;2
1903;18.9;2
1903;18.3;2
1903;18.8;2
1903;18.2;2
1803;6.5;2
1803;6.7;2
1803;6.8;2
1845;54.9;2
1845;54.8;2
1845;54;2
1857;24.7;2
1857;24.4;2
1857;24.2;2
1692;8.1;2
1887;35.6;2
1887;35.2;2
1887;35.9;2
1887;35.8;2
1844;32.1;2
1861;22.4;2
1861;22.2;2
1861;22.6;2
1868;88.4;2
1717;16.8;2
1717;16.7;2
1888;22.8;2
1888;22;2
1658;9.2;2
1819;104.7;2
1813;76.1;2
1749;18;2
1749;18.3;2
1749;18.4;2
1749;18.9;2
1886;33.1;2
1817;43.4;2
1661;41.4;2
1888;89.2;2
1806;23.2;2
1675;14.2;2
1838;43.2;2
1838;43.6;2
1755;71.7;2
1766;30.2;2
1921;59;2
1921;59.8;2
1773;3.1;2
1773;3.4;2
1773;3.3;2
1773;3.9;2
1905;18.7;2
1905;18.5;2
1905;18.4;2
1917;75.4;2
1917;75.5;2
1917;75.3;2
1917;75.1;2
1827;20.1;2
1827;20.2;2
1827;20.4;2
1827;20.3;2
1924;54.8;2
1924;54.4;2
1924;54;2
1677;1.9;2
1677;1.8;2
1736;10.3;2
1736;10.7;2
1736;10.5;2
1736;10.6;2
1736;10.9;2
1736;10;2
1751;21;2
1689;2.2;2
1807;29.6;2
1939;56.5;2
1939;56.3;2
1782;24.6;2
1782;24.5;2
1782;24.1;2
1919;35.6;2
1919;35;2
1919;35.9;2
1827;34.6;2
1827;34;2
1827;34.2;2
1827;34.8;2
1827;34.9;2
1787;7.2;2
1914;21.3;2
1894;43.6;2
1787;7.3;2
1894;43.5;2
1914;21.7;2
1787;7.5;2
1894;43.4;2
1894;43.9;2
1894;43.2;2
1913;1.5;2
1913;1.1;2
1913;1.7;2
1913;1.8;2
1913;1.3;2
1769;21;2
1908;55.1;2
1908;55.6;2
1908;55.4;2
1802;58.7;2
1873;17.9;2
1841;105.4;2
1847;49.4;2
1939;2.2;2
1919;92.2;2
1919;92.7;2
1882;40.7;2
1882;40.8;2
1902;81.4;2
1902;81.2;2
1792;65.1;2
1926;44.5;2
1926;44.6;2
1877;47.7;2
1877;47.2;2
1877;47.3;2
1630;4.1;2
1854;26;2
1854;26.1;2
1922;38.3;2
1922;38.6;2
1922;38.2;2
1790;44.9;2
1840;28.3;2
1840;28.6;2
1840;28;2
1840;28.4;2
1836;21.4;2
1847;22.2;2
1847;22.1;2
1791;35.1;2
1851;95.1;2
1863;49.7;2
1843;5;2
